,SAMPL6_ID,pH,Epik_Microstate,SAMPL6_Microstate_ID,Log_P
123,SM02,3.1,2,SM02_micro005,-4.06288935948132
124,SM02,3.2,0,SM02_micro004,-0.0489464072054496
125,SM02,3.2,1,SM02_micro002,-3.4838027280265003
126,SM02,3.2,2,SM02_micro005,-4.0696405880613815
127,SM02,3.3,0,SM02_micro004,-0.057385442930527115
128,SM02,3.3,1,SM02_micro002,-3.2464970434373206
129,SM02,3.3,2,SM02_micro005,-4.078079623786459
130,SM02,3.4,0,SM02_micro004,-0.06818740865862633
131,SM02,3.4,1,SM02_micro002,-3.0115542888511624
132,SM02,3.4,2,SM02_micro005,-4.088881589514559
133,SM02,3.5,0,SM02_micro004,-0.08185864653325191
134,SM02,3.5,1,SM02_micro002,-2.779480806411531
135,SM02,3.5,2,SM02_micro005,-4.102552827389184
136,SM02,3.6,0,SM02_micro004,-0.09907427941241005
137,SM02,3.6,1,SM02_micro002,-2.5509517189764317
138,SM02,3.6,2,SM02_micro005,-4.11959967955384
139,SM02,3.7,0,SM02_micro004,-0.12050943015410695
140,SM02,3.7,1,SM02_micro002,-2.326810930118373
141,SM02,3.7,2,SM02_micro005,-4.1410348302955375
142,SM02,3.8,0,SM02_micro004,-0.14734556375985344
143,SM02,3.8,1,SM02_micro002,-2.107902343409862
144,SM02,3.8,2,SM02_micro005,-4.167870963901284
145,SM02,3.9,0,SM02_micro004,-0.18059536451665886
146,SM02,3.9,1,SM02_micro002,-1.8954074238524101
147,SM02,3.9,2,SM02_micro005,-4.201289545372591
148,SM02,4.0,0,SM02_micro004,-0.2216090781405356
149,SM02,4.0,1,SM02_micro002,-1.6906764171620297
150,SM02,4.0,2,SM02_micro005,-4.242134478281966
151,SM02,4.1,0,SM02_micro004,-0.27173695034749606
152,SM02,4.1,1,SM02_micro002,-1.4950595690547328
153,SM02,4.1,2,SM02_micro005,-4.292262350488926
154,SM02,4.2,0,SM02_micro004,-0.3323292268535526
155,SM02,4.2,1,SM02_micro002,-1.3100759059610336
156,SM02,4.2,2,SM02_micro005,-4.352854626994984
157,SM02,4.3,0,SM02_micro004,-0.4047361533747177
158,SM02,4.3,1,SM02_micro002,-1.1367381121679414
159,SM02,4.3,2,SM02_micro005,-4.425261553516148
160,SM02,4.4,0,SM02_micro004,-0.4903079756270037
161,SM02,4.4,1,SM02_micro002,-0.9765652141059702
162,SM02,4.4,2,SM02_micro005,-4.5110021564829355
163,SM02,4.5,0,SM02_micro004,-0.59005737789742
164,SM02,4.5,1,SM02_micro002,-0.8307386767766308
165,SM02,4.6,0,SM02_micro002,-0.6995960616089261
166,SM02,4.6,1,SM02_micro004,-0.7046594830439726
167,SM02,4.7,0,SM02_micro002,-0.5834749300318595
168,SM02,4.7,1,SM02_micro004,-0.8341142910666617
169,SM02,4.8,0,SM02_micro002,-0.4822065013309293
170,SM02,4.8,1,SM02_micro004,-0.9785905826799888
171,SM02,4.9,0,SM02_micro002,-0.3951156526481293
172,SM02,4.9,1,SM02_micro004,-1.1374132350259478
173,SM02,5.0,0,SM02_micro002,-0.32135848041095183
174,SM02,5.0,1,SM02_micro004,-1.3092320023885258
175,SM02,5.1,0,SM02_micro002,-0.2595847389033844
176,SM02,5.1,1,SM02_micro004,-1.4932029811952159
177,SM02,5.2,0,SM02_micro002,-0.20861296312391622
178,SM02,5.2,1,SM02_micro004,-1.6878071450155032
179,SM02,5.3,0,SM02_micro002,-0.16675534592753172
180,SM02,5.3,1,SM02_micro004,-1.891694248133376
181,SM02,5.4,0,SM02_micro002,-0.13266164159821855
182,SM02,5.4,1,SM02_micro004,-2.10334526411832
183,SM02,5.5,0,SM02_micro002,-0.028017598607257357
184,SM02,5.5,1,SM02_micro004,-3.591822385307492
185,SM02,5.6,0,SM02_micro002,-0.02194149288520154
186,SM02,5.6,1,SM02_micro004,-3.8314909998996938
187,SM02,5.7,0,SM02_micro002,-0.017215632879158133
188,SM02,5.7,1,SM02_micro004,-4.072509860207908
189,SM02,5.8,0,SM02_micro002,-0.013502457160124028
190,SM02,5.8,1,SM02_micro004,-4.314541404803131
191,SM02,5.9,0,SM02_micro002,-0.01046440429909612
192,SM02,5.9,1,SM02_micro004,-4.55724807225636
193,SM02,6.0,0,SM02_micro002,-0.008270255010575966
194,SM02,6.1,0,SM02_micro002,0.0
195,SM02,6.2,0,SM02_micro002,0.0
196,SM02,6.3,0,SM02_micro002,0.0
197,SM02,6.4,0,SM02_micro002,0.0
198,SM02,6.5,0,SM02_micro002,0.0
199,SM02,6.6,0,SM02_micro002,0.0
200,SM02,6.7,0,SM02_micro002,0.0
201,SM02,6.8,0,SM02_micro002,0.0
202,SM02,6.9,0,SM02_micro002,-0.0008439035725077517
203,SM02,7.0,0,SM02_micro002,-0.0006751228580062014
204,SM02,7.1,0,SM02_micro002,-0.000506342143504651
205,SM02,7.2,0,SM02_micro002,-0.000506342143504651
206,SM02,7.3,0,SM02_micro002,-0.0003375614290031007
207,SM02,7.4,0,SM02_micro002,0.0
208,SM02,7.5,0,SM02_micro002,0.0
209,SM02,7.6,0,SM02_micro002,0.0
210,SM02,7.7,0,SM02_micro002,0.0
211,SM02,7.8,0,SM02_micro002,0.0
212,SM02,7.9,0,SM02_micro002,0.0
213,SM02,8.0,0,SM02_micro002,0.0
214,SM02,8.1,0,SM02_micro002,0.0
215,SM02,8.2,0,SM02_micro002,0.0
216,SM02,8.3,0,SM02_micro002,0.0
217,SM02,8.4,0,SM02_micro002,0.0
218,SM02,8.5,0,SM02_micro002,0.0
219,SM02,8.6,0,SM02_micro002,0.0
220,SM02,8.7,0,SM02_micro002,0.0
221,SM02,8.8,0,SM02_micro002,0.0
222,SM02,8.9,0,SM02_micro002,0.0
223,SM02,9.0,0,SM02_micro002,0.0
224,SM02,9.1,0,SM02_micro002,0.0
225,SM02,9.2,0,SM02_micro002,0.0
226,SM02,9.3,0,SM02_micro002,0.0
227,SM02,9.4,0,SM02_micro002,0.0
228,SM02,9.5,0,SM02_micro002,0.0
229,SM02,9.6,0,SM02_micro002,0.0
230,SM02,9.7,0,SM02_micro002,0.0
231,SM02,9.8,0,SM02_micro002,0.0
232,SM02,9.9,0,SM02_micro002,0.0
233,SM02,10.0,0,SM02_micro002,-0.0003375614290031007
234,SM02,10.1,0,SM02_micro002,-0.000506342143504651
235,SM02,10.2,0,SM02_micro002,-0.0006751228580062014
236,SM02,10.3,0,SM02_micro002,-0.0008439035725077517
237,SM02,10.4,0,SM02_micro002,-0.001012684287009302
238,SM02,10.5,0,SM02_micro002,-0.0013502457160124027
239,SM02,10.6,0,SM02_micro002,-0.0016878071450155034
240,SM02,10.7,0,SM02_micro002,-0.002025368574018604
241,SM02,10.8,0,SM02_micro002,-0.0027004914320248054
242,SM02,10.9,0,SM02_micro002,-0.003375614290031007
243,SM02,11.0,0,SM02_micro002,-0.0043882985770403084
244,SM03,3.0,0,SM03_micro012,0.0
245,SM03,3.1,0,SM03_micro012,0.0
246,SM03,3.2,0,SM03_micro012,0.0
247,SM03,3.3,0,SM03_micro012,0.0
248,SM03,3.4,0,SM03_micro012,0.0
249,SM03,3.5,0,SM03_micro012,0.0
250,SM03,3.6,0,SM03_micro012,0.0
251,SM03,3.7,0,SM03_micro012,0.0
252,SM03,3.8,0,SM03_micro012,0.0
253,SM03,3.9,0,SM03_micro012,-0.0
254,SM03,4.0,0,SM03_micro012,-0.0
255,SM03,4.1,0,SM03_micro012,-0.0
256,SM03,4.2,0,SM03_micro012,-0.0
257,SM03,4.3,0,SM03_micro012,-0.0
258,SM03,4.4,0,SM03_micro012,-0.0
259,SM03,4.5,0,SM03_micro012,-0.0
260,SM03,4.6,0,SM03_micro012,-0.0
261,SM03,4.7,0,SM03_micro012,-0.0
262,SM03,4.8,0,SM03_micro012,-0.0
263,SM03,4.9,0,SM03_micro012,0.0
264,SM03,5.0,0,SM03_micro012,0.0
265,SM03,5.1,0,SM03_micro012,0.0
266,SM03,5.2,0,SM03_micro012,-0.008945377868582167
267,SM03,5.3,0,SM03_micro012,-0.011308307871603872
268,SM03,5.3,1,SM03_micro002,-4.481971873588669
269,SM03,5.4,0,SM03_micro012,-0.014515141447133329
270,SM03,5.4,1,SM03_micro002,-4.239433986849941
271,SM03,5.5,0,SM03_micro012,-0.018565878595170535
272,SM03,5.5,1,SM03_micro002,-3.9977400036837207
273,SM03,5.6,0,SM03_micro012,-0.023629300030217047
274,SM03,5.6,1,SM03_micro002,-3.7570587048045105
275,SM03,5.7,0,SM03_micro012,-0.03004296718127596
276,SM03,5.7,1,SM03_micro002,-3.5178964323558133
277,SM03,5.8,0,SM03_micro012,-0.038313222191851924
278,SM03,5.8,1,SM03_micro002,-3.280421967052132
279,SM03,5.9,0,SM03_micro012,-0.048777626490948044
280,SM03,5.9,1,SM03_micro002,-3.045141651036971
281,SM03,6.0,0,SM03_micro012,-0.061942522222068974
282,SM03,6.0,1,SM03_micro002,-2.812561826453835
283,SM03,6.1,0,SM03_micro012,-0.07848303224322091
284,SM03,6.1,1,SM03_micro002,-2.583526396875231
285,SM03,6.2,0,SM03_micro012,-0.09941184084141315
286,SM03,6.2,1,SM03_micro002,-2.358541704444664
287,SM03,6.3,0,SM03_micro012,-0.1254040708746519
288,SM03,6.3,1,SM03_micro002,-2.138789214163646
289,SM03,6.4,0,SM03_micro012,-0.157641187344448
290,SM03,6.4,1,SM03_micro002,-1.9254503910336862
291,SM03,6.5,0,SM03_micro012,-0.1974734359668139
292,SM03,6.5,1,SM03_micro002,-1.7195379193417946
293,SM03,6.6,0,SM03_micro012,-0.2460822817432604
294,SM03,6.6,1,SM03_micro002,-1.5225708255184855
295,SM03,6.7,0,SM03_micro012,-0.305155531818803
296,SM03,6.7,1,SM03_micro002,-1.3358993552797709
297,SM03,6.8,0,SM03_micro012,-0.375705870480451
298,SM03,6.8,1,SM03_micro002,-1.1608737543416632
299,SM03,6.9,0,SM03_micro012,-0.45942110487322
300,SM03,6.9,1,SM03_micro002,-0.9986754877056733
301,SM03,7.0,0,SM03_micro012,-0.5571451385696177
302,SM03,7.0,1,SM03_micro002,-0.8506548010878137
303,SM03,7.1,0,SM03_micro012,-0.6695530944276502
304,SM03,7.1,1,SM03_micro002,-0.7173180366315889
305,SM03,7.2,0,SM03_micro002,-0.5991715364805037
306,SM03,7.2,1,SM03_micro012,-0.7969825338763207
307,SM03,7.3,0,SM03_micro002,-0.49570895849105334
308,SM03,7.3,1,SM03_micro012,-0.9392646762011276
309,SM03,7.4,0,SM03_micro002,-0.40676152194873627
310,SM03,7.4,1,SM03_micro012,-1.0960619599730679
311,SM03,7.5,0,SM03_micro002,-0.33114776185204176
312,SM03,7.5,1,SM03_micro012,-1.266024139476129
313,SM03,7.6,0,SM03_micro002,-0.2678549939139604
314,SM03,7.6,1,SM03_micro012,-1.448476091852305
315,SM03,7.7,0,SM03_micro002,-0.21519541098947667
316,SM03,7.7,1,SM03_micro012,-1.6415612292420785
317,SM03,7.8,0,SM03_micro002,-0.17215632879158133
318,SM03,7.8,1,SM03_micro012,-1.844098086643939
319,SM03,7.9,0,SM03_micro002,-0.13704994017525887
320,SM03,7.9,1,SM03_micro012,-2.054905199056375
321,SM03,8.0,0,SM03_micro002,-0.10886356085349996
322,SM03,8.0,1,SM03_micro012,-2.2722947593343723
323,SM03,8.1,0,SM03_micro002,-0.08607816439579066
324,SM03,8.1,1,SM03_micro012,-2.49525408319092
325,SM03,8.2,0,SM03_micro002,-0.06801862794412479
326,SM03,8.2,1,SM03_micro012,-2.72277048633901
327,SM03,8.3,0,SM03_micro002,-0.05350348649699145
328,SM03,8.3,1,SM03_micro012,-2.954000065206134
329,SM03,8.4,0,SM03_micro002,-0.04219517862538758
330,SM03,8.4,1,SM03_micro012,-3.1884364776487875
331,SM03,8.5,0,SM03_micro002,-0.033081020042303864
332,SM03,8.5,1,SM03_micro012,-3.425067039379961
333,SM03,8.6,0,SM03_micro002,-0.02599223003323875
334,SM03,8.6,1,SM03_micro012,-3.663554188970651
335,SM03,8.7,0,SM03_micro002,-0.02042246645468759
336,SM03,8.7,1,SM03_micro012,-3.9037291457063574
337,SM03,8.8,0,SM03_micro002,-0.01603416787764728
338,SM03,8.8,1,SM03_micro012,-4.145085567443575
339,SM03,8.9,0,SM03_micro002,-0.012489772873114724
340,SM03,8.9,1,SM03_micro012,-4.387285892753299
341,SM03,9.0,0,SM03_micro002,-0.009789281441089918
342,SM03,9.1,0,SM03_micro002,-0.007595132152569764
343,SM03,9.2,0,SM03_micro002,-0.006076105722055812
344,SM03,9.3,0,SM03_micro002,-0.004725860006043409
345,SM03,9.4,0,SM03_micro002,-0.0037131757190341074
346,SM03,9.5,0,SM03_micro002,-0.0028692721465263553
347,SM03,9.6,0,SM03_micro002,-0.0021941492885201542
348,SM03,9.7,0,SM03_micro002,-0.0016878071450155034
349,SM03,9.8,0,SM03_micro002,-0.0013502457160124027
350,SM03,9.9,0,SM03_micro002,-0.001012684287009302
351,SM03,10.0,0,SM03_micro002,-0.0008439035725077517
352,SM03,10.1,0,SM03_micro002,-0.0006751228580062014
353,SM03,10.2,0,SM03_micro002,-0.000506342143504651
354,SM03,10.3,0,SM03_micro002,-0.0003375614290031007
355,SM03,10.4,0,SM03_micro002,-0.0003375614290031007
356,SM03,10.5,0,SM03_micro002,0.0
357,SM03,10.6,0,SM03_micro002,0.0
358,SM03,10.7,0,SM03_micro002,0.0
359,SM03,10.8,0,SM03_micro002,0.0
360,SM03,10.9,0,SM03_micro002,0.0
361,SM03,11.0,0,SM03_micro002,0.0
362,SM04,3.0,0,SM04_micro002,-0.004725860006043409
363,SM04,3.1,0,SM04_micro002,-0.004725860006043409
364,SM04,3.2,0,SM04_micro002,-0.004725860006043409
365,SM04,3.3,0,SM04_micro002,-0.004725860006043409
366,SM04,3.4,0,SM04_micro002,-0.004725860006043409
367,SM04,3.5,0,SM04_micro002,-0.004725860006043409
368,SM04,3.6,0,SM04_micro002,-0.012320992158613174
369,SM04,3.7,0,SM04_micro002,-0.013671237874625576
370,SM04,3.8,0,SM04_micro002,-0.01552782573414263
371,SM04,3.9,0,SM04_micro002,-0.018059536451665883
372,SM04,3.9,1,SM04_micro003,-4.516571920061487
373,SM04,4.0,0,SM04_micro002,-0.02109758931269379
374,SM04,4.0,1,SM04_micro003,-4.273865252608258
375,SM04,4.1,0,SM04_micro002,-0.02497954574622945
376,SM04,4.1,1,SM04_micro003,-4.032002488727536
377,SM04,4.2,0,SM04_micro002,-0.029874186466774408
378,SM04,4.2,1,SM04_micro003,-3.7913211898483254
379,SM04,4.3,0,SM04_micro002,-0.036119072903331766
380,SM04,4.3,1,SM04_micro003,-3.5518213559706253
381,SM04,4.4,0,SM04_micro002,-0.044051766484904636
382,SM04,4.4,1,SM04_micro003,-3.314009329237941
383,SM04,4.5,0,SM04_micro002,-0.05417860935499765
384,SM04,4.5,1,SM04_micro003,-3.0783914517937765
385,SM04,4.6,0,SM04_micro002,-0.06683716294261394
386,SM04,4.6,1,SM04_micro003,-2.845474065781637
387,SM04,4.7,0,SM04_micro002,-0.08287133082026121
388,SM04,4.7,1,SM04_micro003,-2.615763513345027
389,SM04,4.8,0,SM04_micro002,-0.10312501656044726
390,SM04,4.8,1,SM04_micro003,-2.3902724787709557
391,SM04,4.9,0,SM04_micro002,-0.12827334302117824
392,SM04,4.9,1,SM04_micro003,-2.1698448656319314
393,SM04,5.0,0,SM04_micro002,-0.15966655591846662
394,SM04,5.0,1,SM04_micro003,-1.9553245775004606
395,SM04,5.1,0,SM04_micro002,-0.19831733953932162
396,SM04,5.1,1,SM04_micro003,-1.74839942152156
397,SM04,5.2,0,SM04_micro002,-0.2455759395997557
398,SM04,5.2,1,SM04_micro003,-1.5499133012677366
399,SM04,5.3,0,SM04_micro002,-0.3029613825302828
400,SM04,5.3,1,SM04_micro003,-1.361722804598508
401,SM04,5.4,0,SM04_micro002,-0.37199269476141694
402,SM04,5.4,1,SM04_micro003,-1.1850093965153847
403,SM04,5.5,0,SM04_micro002,-0.45368256058016726
404,SM04,5.5,1,SM04_micro003,-1.020954542019878
405,SM04,5.6,0,SM04_micro003,-0.6494681894019656
406,SM04,5.6,1,SM04_micro002,-0.7387531873732858
407,SM04,5.7,0,SM04_micro003,-0.5395919442614564
408,SM04,5.7,1,SM04_micro002,-0.8746216625470338
409,SM04,5.8,0,SM04_micro003,-0.444399621282582
410,SM04,5.8,1,SM04_micro002,-1.0250052791679152
411,SM04,5.9,0,SM04_micro003,-0.36304731689283476
412,SM04,5.9,1,SM04_micro002,-1.1893976950924252
413,SM04,6.0,0,SM04_micro003,-0.2943535660907038
414,SM04,6.0,1,SM04_micro002,-1.3664486646045515
415,SM04,6.1,0,SM04_micro003,-0.23730568458917978
416,SM04,6.1,1,SM04_micro002,-1.5549767227027833
417,SM04,6.2,0,SM04_micro003,-0.1902158652432472
418,SM04,6.2,1,SM04_micro002,-1.7536316236711078
419,SM04,6.3,0,SM04_micro003,-0.15173386233689373
420,SM04,6.3,1,SM04_micro002,-1.9608943410790116
421,SM04,6.4,0,SM04_micro003,-0.12050943015410695
422,SM04,6.4,1,SM04_micro002,-2.175414629210482
423,SM04,6.5,0,SM04_micro003,-0.09552988440787748
424,SM04,6.5,1,SM04_micro002,-2.3960110230640086
425,SM04,6.6,0,SM04_micro003,-0.075444979382193
426,SM04,6.6,1,SM04_micro002,-2.621670838352581
427,SM04,6.7,0,SM04_micro003,-0.05941081150454572
428,SM04,6.7,1,SM04_micro002,-2.851550171503693
429,SM04,6.8,0,SM04_micro003,-0.04675225791692944
430,SM04,6.8,1,SM04_micro002,-3.0844675575158322
431,SM04,6.9,0,SM04_micro003,-0.036794195761337974
432,SM04,6.9,1,SM04_micro002,-3.320254215674498
433,SM04,7.0,0,SM04_micro003,-0.028861502179765106
434,SM04,7.0,1,SM04_micro002,-3.5580662424071825
435,SM04,7.1,0,SM04_micro003,-0.022616615743207745
436,SM04,7.1,1,SM04_micro002,-3.7975660762848826
437,SM04,7.2,0,SM04_micro003,-0.017721975022662786
438,SM04,7.2,1,SM04_micro002,-4.038247375164093
439,SM04,7.3,0,SM04_micro003,-0.014008799303628678
440,SM04,7.3,1,SM04_micro002,-4.280110139044814
441,SM04,7.4,0,SM04_micro003,-0.01097074644260077
442,SM04,7.4,1,SM04_micro002,-4.522816806498044
443,SM04,7.5,0,SM04_micro003,-0.008607816439579067
444,SM04,7.6,0,SM04_micro003,-0.006751228580062014
445,SM04,7.7,0,SM04_micro003,-0.00523220214954806
446,SM04,7.8,0,SM04_micro003,-0.004050737148037208
447,SM04,7.9,0,SM04_micro003,-0.003206833575529456
448,SM04,8.0,0,SM04_micro003,-0.002531710717523255
449,SM04,8.1,0,SM04_micro003,0.0
450,SM04,8.2,0,SM04_micro003,0.0
451,SM04,8.3,0,SM04_micro003,0.0
452,SM04,8.4,0,SM04_micro003,0.0
453,SM04,8.5,0,SM04_micro003,0.0
454,SM04,8.6,0,SM04_micro003,0.0
455,SM04,8.7,0,SM04_micro003,0.0
456,SM04,8.8,0,SM04_micro003,0.0
457,SM04,8.9,0,SM04_micro003,0.0
458,SM04,9.0,0,SM04_micro003,0.0
459,SM04,9.1,0,SM04_micro003,0.0
460,SM04,9.2,0,SM04_micro003,0.0
461,SM04,9.3,0,SM04_micro003,0.0
462,SM04,9.4,0,SM04_micro003,0.0
463,SM04,9.5,0,SM04_micro003,0.0
464,SM04,9.6,0,SM04_micro003,0.0
465,SM04,9.7,0,SM04_micro003,0.0
466,SM04,9.8,0,SM04_micro003,0.0
467,SM04,9.9,0,SM04_micro003,0.0
468,SM04,10.0,0,SM04_micro003,0.0
469,SM04,10.1,0,SM04_micro003,0.0
470,SM04,10.2,0,SM04_micro003,0.0
471,SM04,10.3,0,SM04_micro003,0.0
472,SM04,10.4,0,SM04_micro003,0.0
473,SM04,10.5,0,SM04_micro003,-0.0003375614290031007
474,SM04,10.6,0,SM04_micro003,-0.0003375614290031007
475,SM04,10.7,0,SM04_micro003,-0.000506342143504651
476,SM04,10.8,0,SM04_micro003,-0.0006751228580062014
477,SM04,10.9,0,SM04_micro003,-0.0008439035725077517
478,SM04,11.0,0,SM04_micro003,-0.0011814650015108522
479,SM05,3.0,0,SM05_micro010,-0.07257570723566664
480,SM05,3.0,1,SM05_micro005,-2.7165255999024525
481,SM05,3.1,0,SM05_micro010,-0.05907325007554262
482,SM05,3.1,1,SM05_micro005,-2.948767863056586
483,SM05,3.2,0,SM05_micro010,-0.048777626490948044
484,SM05,3.2,1,SM05_micro005,-3.1842169597862484
485,SM05,3.3,0,SM05_micro010,-0.04152005576738138
486,SM05,3.3,1,SM05_micro005,-3.4225353286624376
487,SM05,3.4,0,SM05_micro010,-0.03645663433233488
